customer_id,first_name,last_name,gender,age,email,phone,city,state,postal_code,signup_date
85,Ishaan,Reddy,Female,37,ishaan.reddy85@outlook.com,9211769894,Bengaluru,Karnataka,560023,2025-05-25
86,Sai,Verma,Female,26,sai.verma86@yahoo.com,9494783011,Patna,Bihar,800018,2024-03-21
87,Riya,Jain,Male,38,riya.jain87@outlook.com,9180394431,Kanpur,Uttar Pradesh,208096,2024-07-12
88,Kabir,Reddy,Male,28,kabir.reddy88@gmail.com,9719308985,Bengaluru,Karnataka,560008,2025-08-13
89,Anaya,Choudhary,Male,28,anaya.choudhary89@outlook.com,9215598751,Gurugram,Haryana,122067,2024-04-01
90,Priya,Nair,Male,21,priya.nair90@gmail.com,9833535137,Gurugram,Haryana,122007,2025-01-26
91,Ishaan,Mukherjee,Female,31,ishaan.mukherjee91@outlook.com,9449953856,Kolkata,West Bengal,700032,2024-04-12
92,Anaya,Yadav,Male,23,anaya.yadav92@outlook.com,9519063395,Gurugram,Haryana,122075,2025-01-03
93,Anika,Kaur,Female,18,anika.kaur93@yahoo.com,9842595429,Ahmedabad,Gujarat,380046,2025-06-07
94,Arjun,Tripathi,Female,39,arjun.tripathi94@outlook.com,9425135843,Lucknow,Uttar Pradesh,226031,2024-01-12
95,Kabir,Kaur,Male,24,kabir.kaur95@gmail.com,9084259600,Gurugram,Haryana,122012,2024-07-25
96,Anaya,Bansal,Male,21,anaya.bansal96@yahoo.com,9844630877,Bhopal,Madhya Pradesh,462045,2024-11-24
97,Rohan,Singh,Male,47,rohan.singh97@gmail.com,9711359621,Mumbai,Maharashtra,400020,2024-03-14
98,Rohan,Mehta,Female,38,rohan.mehta98@gmail.com,9469079815,Chennai,Tamil Nadu,600075,2024-08-19
99,Navya,Nair,Other,16,navya.nair99@gmail.com,9199511910,Gurugram,Haryana,122022,2024-11-24
100,Aditya,Choudhary,Male,19,aditya.choudhary100@outlook.com,9774969326,Mumbai,Maharashtra,400089,2024-06-02
101,Diya,Tripathi,Female,44,diya.tripathi101@outlook.com,9019812289,Kanpur,Uttar Pradesh,208090,2025-06-28
102,Jiya,Sharma,Female,27,jiya.sharma102@outlook.com,9178333725,Indore,Madhya Pradesh,452058,2024-02-11
103,Suhani,Agarwal,Male,43,suhani.agarwal103@yahoo.com,9729397652,Hyderabad,Telangana,500060,2025-07-24
104,Arjun,Ghosh,Female,36,arjun.ghosh104@gmail.com,9232066381,Nagpur,Maharashtra,440009,2024-03-29
105,Saanvi,Jain,Female,26,saanvi.jain105@gmail.com,9004940176,Chandigarh,Chandigarh,160001,2024-10-08
106,Anaya,Gupta,Female,28,anaya.gupta106@gmail.com,9809035461,Hyderabad,Telangana,500046,2024-03-12
107,Aarav,Tripathi,Male,31,aarav.tripathi107@outlook.com,9590473726,Chennai,Tamil Nadu,600056,2024-09-22
108,Arjun,Yadav,Male,38,arjun.yadav108@gmail.com,9483545450,Kanpur,Uttar Pradesh,208061,2024-12-31
109,Suhani,Singh,Male,32,suhani.singh109@yahoo.com,9674350027,Ahmedabad,Gujarat,380090,2025-03-30
110,Suhani,Sharma,Male,24,suhani.sharma110@gmail.com,9427044491,Kanpur,Uttar Pradesh,208025,2025-06-24
111,Sai,Reddy,Female,29,sai.reddy111@gmail.com,9955716731,Patna,Bihar,800058,2025-02-01
112,Navya,Iyer,Female,33,navya.iyer112@yahoo.com,9381285213,Kanpur,Uttar Pradesh,208005,2024-12-19
113,Suhani,Tripathi,Male,21,suhani.tripathi113@yahoo.com,9430261664,Hyderabad,Telangana,500079,2024-03-06
114,Aditya,Ghosh,Female,33,aditya.ghosh114@outlook.com,9986000320,Patna,Bihar,800027,2024-02-02
115,Sai,Singh,Male,37,sai.singh115@yahoo.com,9205407626,Vadodara,Gujarat,390015,2024-05-28
116,Saanvi,Nair,Male,26,saanvi.nair116@outlook.com,9692085935,Bengaluru,Karnataka,560086,2025-08-28
117,Myra,Tripathi,Male,30,myra.tripathi117@outlook.com,9706279812,Chandigarh,Chandigarh,160054,2025-04-01
118,Suhani,Nair,Female,27,suhani.nair118@outlook.com,9856422792,Vadodara,Gujarat,390012,2024-03-24
119,Pari,Verma,Female,41,pari.verma119@outlook.com,9867852050,Ahmedabad,Gujarat,380026,2025-04-29
120,Anika,Mehta,Male,31,anika.mehta120@yahoo.com,9578461470,Nagpur,Maharashtra,440074,2024-08-25
121,Navya,Ghosh,Male,27,navya.ghosh121@outlook.com,9237999198,Mumbai,Maharashtra,400073,2024-04-12
122,Arjun,Sharma,Female,43,arjun.sharma122@yahoo.com,9021521757,Chandigarh,Chandigarh,160093,2024-09-14
123,Aarav,Bansal,Male,36,aarav.bansal123@outlook.com,9737593800,Kanpur,Uttar Pradesh,208009,2024-09-25
124,Krishna,Kaur,Female,21,krishna.kaur124@outlook.com,9296237837,Bhopal,Madhya Pradesh,462096,2024-08-22
125,Manish,Singh,Female,40,manish.singh125@yahoo.com,9135760193,Noida,Uttar Pradesh,201336,2025-06-11
126,Neha,Verma,Male,39,neha.verma126@gmail.com,9419919821,Nagpur,Maharashtra,440016,2024-10-24
127,Kabir,Mehta,Male,43,kabir.mehta127@yahoo.com,9055256611,Jaipur,Rajasthan,302031,2024-05-05
128,Aarav,Agarwal,Female,27,aarav.agarwal128@gmail.com,9255072719,Mumbai,Maharashtra,400001,2025-05-12
129,Aarav,Mehta,Male,24,aarav.mehta129@gmail.com,9633082433,Bhopal,Madhya Pradesh,462093,2024-01-22
130,Pari,Patel,Female,36,pari.patel130@gmail.com,9637322014,Chandigarh,Chandigarh,160063,2024-05-05
131,Jiya,Yadav,Male,30,jiya.yadav131@outlook.com,9166647092,Bengaluru,Karnataka,560012,2025-01-28
132,Aadhya,Reddy,Female,44,aadhya.reddy132@gmail.com,9083809804,Indore,Madhya Pradesh,452078,2024-02-28
133,Kabir,Ghosh,Female,17,kabir.ghosh133@gmail.com,9841868526,Chandigarh,Chandigarh,160022,2025-08-16
134,Harsh,Gupta,Male,25,harsh.gupta134@gmail.com,9520342069,Hyderabad,Telangana,500079,2025-08-15
135,Sai,Yadav,Female,35,sai.yadav135@outlook.com,9030581932,Kanpur,Uttar Pradesh,208080,2025-07-29
136,Manish,Patel,Male,30,manish.patel136@gmail.com,9665612263,Ahmedabad,Gujarat,380040,2025-08-07
137,Jiya,Yadav,Female,24,jiya.yadav137@yahoo.com,9316366819,Gurugram,Haryana,122063,2024-04-13
138,Shruti,Das,Male,39,shruti.das138@yahoo.com,9555845363,Kanpur,Uttar Pradesh,208056,2024-04-15
139,Anika,Yadav,Female,16,anika.yadav139@gmail.com,9413588643,Kanpur,Uttar Pradesh,208069,2025-03-25
140,Jiya,Khan,Male,33,jiya.khan140@outlook.com,9571037249,Nagpur,Maharashtra,440060,2025-04-17
141,Jiya,Singh,Female,16,jiya.singh141@yahoo.com,9409277939,Bhopal,Madhya Pradesh,462054,2025-06-06
142,Arjun,Kaur,Other,17,arjun.kaur142@yahoo.com,9154346083,Pune,Maharashtra,411089,2024-03-14
143,Aadhya,Kaur,Male,32,aadhya.kaur143@yahoo.com,9126019690,Surat,Gujarat,395086,2025-07-23
144,Rohan,Nair,Female,36,rohan.nair144@gmail.com,9575032196,Kanpur,Uttar Pradesh,208060,2025-04-23
145,Navya,Verma,Male,31,navya.verma145@outlook.com,9121947375,Bengaluru,Karnataka,560037,2025-01-27
146,Suhani,Jain,Male,23,suhani.jain146@yahoo.com,9133263771,Kolkata,West Bengal,700027,2024-06-16
147,Riya,Khan,Female,28,riya.khan147@yahoo.com,9220756934,Indore,Madhya Pradesh,452027,2024-02-23
148,Diya,Gupta,Female,21,diya.gupta148@gmail.com,9331575686,Indore,Madhya Pradesh,452096,2025-08-01
149,Vivaan,Patel,Male,41,vivaan.patel149@gmail.com,9987180011,Ahmedabad,Gujarat,380040,2025-08-09
150,Sai,Reddy,Female,31,sai.reddy150@outlook.com,9211340715,Patna,Bihar,800048,2025-08-01
151,Manan,Patel,Male,30,manan.patel151@outlook.com,9740054576,Ahmedabad,Gujarat,380013,2024-01-04
152,Rohan,Agarwal,Male,36,rohan.agarwal152@yahoo.com,9672748571,Vadodara,Gujarat,390025,2025-03-19
153,Neha,Ghosh,Male,48,neha.ghosh153@yahoo.com,9361753437,Jaipur,Rajasthan,302001,2024-03-16
154,Anaya,Yadav,Female,42,anaya.yadav154@yahoo.com,9763335049,Vadodara,Gujarat,390076,2024-03-16
155,Aarohi,Choudhary,Female,30,aarohi.choudhary155@yahoo.com,9945944477,New Delhi,Delhi,110002,2025-03-22
156,Shruti,Mehta,Female,19,shruti.mehta156@yahoo.com,9637346013,Bengaluru,Karnataka,560088,2025-05-25
157,Krishna,Verma,Female,23,krishna.verma157@outlook.com,9766463515,Vadodara,Gujarat,390022,2024-11-14
158,Neha,Choudhary,Male,32,neha.choudhary158@gmail.com,9704481396,Chennai,Tamil Nadu,600047,2025-07-21
159,Aarav,Bansal,Male,16,aarav.bansal159@outlook.com,9955419028,Vadodara,Gujarat,390053,2025-02-27
160,Anaya,Jain,Female,33,anaya.jain160@outlook.com,9959478415,Hyderabad,Telangana,500008,2024-06-24
161,Arjun,Choudhary,Male,31,arjun.choudhary161@gmail.com,9570820815,Nagpur,Maharashtra,440047,2025-02-24
162,Shruti,Tripathi,Male,34,shruti.tripathi162@outlook.com,9254020191,Gurugram,Haryana,122071,2025-07-08
163,Vihaan,Ghosh,Male,28,vihaan.ghosh163@outlook.com,9041185724,Bengaluru,Karnataka,560018,2025-05-14
164,Aadhya,Yadav,Female,26,aadhya.yadav164@yahoo.com,9829802535,Kolkata,West Bengal,700084,2024-05-02
165,Sneha,Agarwal,Female,65,sneha.agarwal165@gmail.com,9365970455,New Delhi,Delhi,110003,2025-05-21
166,Ayaan,Nair,Female,19,ayaan.nair166@outlook.com,9092178376,Surat,Gujarat,395033,2025-01-09
167,Manish,Ghosh,Female,16,manish.ghosh167@yahoo.com,9951567455,Jaipur,Rajasthan,302065,2025-02-17
168,Pari,Patel,Male,27,pari.patel168@gmail.com,9831526054,Bhopal,Madhya Pradesh,462047,2025-05-09
169,Riya,Mukherjee,Male,38,riya.mukherjee169@gmail.com,9318286571,Lucknow,Uttar Pradesh,226078,2024-10-02
170,Ishaan,Jain,Male,23,ishaan.jain170@yahoo.com,9224150246,Jaipur,Rajasthan,302028,2024-01-25
171,Myra,Kaur,Male,29,myra.kaur171@yahoo.com,9378426343,Kanpur,Uttar Pradesh,208014,2024-12-04
172,Krishna,Choudhary,Female,23,krishna.choudhary172@gmail.com,9382275032,Gurugram,Haryana,122055,2025-01-24
173,Arjun,Choudhary,Male,18,arjun.choudhary173@gmail.com,9738701362,Hyderabad,Telangana,500084,2024-01-10
174,Ayaan,Reddy,Female,36,ayaan.reddy174@gmail.com,9237374751,Vadodara,Gujarat,390014,2024-06-16
175,Aarav,Ghosh,Female,18,aarav.ghosh175@gmail.com,9054340575,Jaipur,Rajasthan,302027,2024-02-13
176,Saanvi,Das,Female,33,saanvi.das176@outlook.com,9982399455,Jaipur,Rajasthan,302007,2025-01-15
177,Krishna,Nair,Female,16,krishna.nair177@outlook.com,9021296537,Vadodara,Gujarat,390099,2024-08-17
178,Saanvi,Nair,Female,25,saanvi.nair178@yahoo.com,9221296670,Lucknow,Uttar Pradesh,226092,2024-02-26
179,Aditya,Reddy,Male,24,aditya.reddy179@yahoo.com,9909530127,Kanpur,Uttar Pradesh,208045,2024-06-06
180,Shruti,Patel,Female,32,shruti.patel180@outlook.com,9372829146,Jaipur,Rajasthan,302038,2025-01-28
181,Myra,Bansal,Female,40,myra.bansal181@yahoo.com,9486028350,Chennai,Tamil Nadu,600019,2024-09-15
182,Navya,Ghosh,Female,38,navya.ghosh182@yahoo.com,9374260216,Bhopal,Madhya Pradesh,462002,2024-12-23
183,Kabir,Mukherjee,Male,38,kabir.mukherjee183@gmail.com,9118462213,Gurugram,Haryana,122038,2024-10-12
184,Sneha,Das,Male,32,sneha.das184@gmail.com,9608033825,Chandigarh,Chandigarh,160069,2024-11-10
185,Arjun,Verma,Female,46,arjun.verma185@outlook.com,9924611366,Ahmedabad,Gujarat,380029,2025-08-08
186,Ayaan,Kaur,Male,38,ayaan.kaur186@yahoo.com,9563714876,Noida,Uttar Pradesh,201332,2024-06-20
187,Priya,Jain,Female,32,priya.jain187@yahoo.com,9837782753,Bhopal,Madhya Pradesh,462020,2025-08-23
188,Arjun,Singh,Male,23,arjun.singh188@outlook.com,9297381969,Chennai,Tamil Nadu,600007,2024-09-11
189,Vihaan,Reddy,Male,16,vihaan.reddy189@gmail.com,9675974286,Indore,Madhya Pradesh,452089,2025-07-22
190,Shruti,Verma,Female,27,shruti.verma190@yahoo.com,9636509742,Surat,Gujarat,395079,2024-01-23
191,Saanvi,Agarwal,Female,38,saanvi.agarwal191@yahoo.com,9594423749,Mumbai,Maharashtra,400048,2024-08-04
192,Sai,Choudhary,Male,26,sai.choudhary192@gmail.com,9562748429,Hyderabad,Telangana,500053,2024-12-15
193,Navya,Mehta,Female,31,navya.mehta193@yahoo.com,9773554376,New Delhi,Delhi,110083,2024-06-01
194,Aarohi,Sharma,Male,38,aarohi.sharma194@outlook.com,9510354024,New Delhi,Delhi,110002,2025-05-01
195,Pari,Tripathi,Female,30,pari.tripathi195@yahoo.com,9413127559,Nagpur,Maharashtra,440090,2025-08-17
196,Manish,Kaur,Male,41,manish.kaur196@outlook.com,9054824453,Nagpur,Maharashtra,440024,2024-11-12
197,Neha,Jain,Female,34,neha.jain197@yahoo.com,9811178450,Jaipur,Rajasthan,302067,2025-03-29
198,Ayaan,Tripathi,Male,23,ayaan.tripathi198@yahoo.com,9695652548,Patna,Bihar,800064,2024-11-17
199,Manan,Singh,Female,23,manan.singh199@outlook.com,9192776861,Hyderabad,Telangana,500083,2024-01-26
200,Shruti,Mehta,Male,35,shruti.mehta200@outlook.com,9226457006,Kanpur,Uttar Pradesh,208012,2024-03-12
201,Myra,Bansal,Female,32,myra.bansal201@outlook.com,9677223229,Indore,Madhya Pradesh,452027,2024-12-15
202,Aadhya,Mehta,Female,27,aadhya.mehta202@yahoo.com,9701943171,Surat,Gujarat,395027,2024-07-25
203,Krishna,Ghosh,Female,54,krishna.ghosh203@yahoo.com,9231954138,Bengaluru,Karnataka,560069,2025-03-12
204,Priya,Patel,Male,40,priya.patel204@gmail.com,9328248780,Kanpur,Uttar Pradesh,208042,2025-06-13
205,Pari,Mehta,Male,24,pari.mehta205@yahoo.com,9369657507,Jaipur,Rajasthan,302077,2024-11-10
206,Riya,Ghosh,Female,25,riya.ghosh206@gmail.com,9626438077,Noida,Uttar Pradesh,201337,2024-08-13
207,Manish,Kaur,Female,33,manish.kaur207@yahoo.com,9059483739,Kolkata,West Bengal,700048,2025-04-21
208,Anaya,Gupta,Male,17,anaya.gupta208@gmail.com,9883851277,Lucknow,Uttar Pradesh,226040,2025-02-28
209,Navya,Patel,Female,65,navya.patel209@gmail.com,9991573684,Kanpur,Uttar Pradesh,208021,2025-04-12
210,Anika,Reddy,Female,35,anika.reddy210@outlook.com,9202949044,Noida,Uttar Pradesh,201357,2024-11-20
211,Jiya,Mukherjee,Female,37,jiya.mukherjee211@gmail.com,9487515020,Gurugram,Haryana,122041,2025-08-15
212,Sneha,Mehta,Male,22,sneha.mehta212@yahoo.com,9239013865,Ahmedabad,Gujarat,380011,2024-12-09
213,Suhani,Khan,Female,28,suhani.khan213@yahoo.com,9987234063,Patna,Bihar,800013,2025-06-04
214,Pari,Iyer,Female,41,pari.iyer214@gmail.com,9212648456,Patna,Bihar,800015,2024-08-30
215,Pari,Sharma,Male,32,pari.sharma215@yahoo.com,9687102760,Surat,Gujarat,395068,2025-07-21
216,Vivaan,Mehta,Male,22,vivaan.mehta216@yahoo.com,9870560479,Bhopal,Madhya Pradesh,462048,2024-04-03
217,Anaya,Das,Female,33,anaya.das217@yahoo.com,9546330148,New Delhi,Delhi,110019,2024-04-29
218,Aarohi,Singh,Female,25,aarohi.singh218@gmail.com,9610386332,Patna,Bihar,800077,2024-06-29
219,Suhani,Jain,Female,16,suhani.jain219@gmail.com,9550077699,Mumbai,Maharashtra,400062,2024-06-15
220,Priya,Khan,Female,23,priya.khan220@gmail.com,9892486649,Bengaluru,Karnataka,560089,2024-05-30
221,Jiya,Jain,Male,28,jiya.jain221@gmail.com,9928824988,Surat,Gujarat,395034,2025-05-05
222,Aadhya,Choudhary,Male,31,aadhya.choudhary222@gmail.com,9639837088,Hyderabad,Telangana,500058,2025-04-16
223,Anaya,Singh,Male,35,anaya.singh223@gmail.com,9032235065,Hyderabad,Telangana,500084,2025-07-29
224,Priya,Das,Male,34,priya.das224@outlook.com,9126466905,Chandigarh,Chandigarh,160057,2025-06-05
225,Manan,Khan,Male,46,manan.khan225@gmail.com,9264387595,Pune,Maharashtra,411043,2024-09-23
226,Aditya,Kaur,Male,23,aditya.kaur226@gmail.com,9969001670,Gurugram,Haryana,122007,2025-07-16
227,Anika,Mukherjee,Female,20,anika.mukherjee227@yahoo.com,9990026377,Pune,Maharashtra,411064,2025-06-08
228,Krishna,Das,Male,22,krishna.das228@yahoo.com,9121516770,Bhopal,Madhya Pradesh,462048,2024-11-24
229,Vihaan,Bansal,Female,32,vihaan.bansal229@yahoo.com,9215217486,Chennai,Tamil Nadu,600047,2024-08-29
230,Manish,Agarwal,Male,37,manish.agarwal230@gmail.com,9543093594,Bhopal,Madhya Pradesh,462048,2024-04-19
231,Vihaan,Bansal,Male,28,vihaan.bansal231@yahoo.com,9455203867,Ahmedabad,Gujarat,380094,2025-03-02
232,Aadhya,Tripathi,Male,31,aadhya.tripathi232@outlook.com,9986960123,Ahmedabad,Gujarat,380037,2024-10-03
